Step,Max,Min,Average
50000.0,1190.7598898699507,436.3883346393704,856.1851223233156
100000.0,1326.9480631798506,717.198466305621,1055.7290045795496
150000.0,1334.0123381242156,177.4445394296199,868.5101546956226
200000.0,1285.139278292656,747.4391969144344,1085.176795131457
250000.0,1236.9834967702627,3.329595773480833,950.7511578908192
300000.0,1356.4252147711811,4.078314912272617,855.4535886854632
350000.0,1359.2680752659217,807.7283911257982,1095.694161572773
400000.0,1272.8670315947384,617.204773068428,1032.2162135315127
450000.0,1347.380994062405,927.924700986594,1147.448374490952
500000.0,1460.0892635285854,5.861217415891588,1098.7772045965771
550000.0,1398.5282558873296,742.8155440241098,1178.1539497301917
600000.0,1243.6313339173794,4.998028063215315,898.0800609026104
650000.0,1424.5549618974328,77.82481769099832,999.3858397851698
700000.0,1419.288058243692,358.96807573735714,1048.1076368448323
750000.0,1357.7112201750278,66.28609380498528,1057.5761225153226
800000.0,1345.7523542493582,22.83384565357119,956.4755367363804
850000.0,1447.1460908949375,4.491718675708398,1063.3534795542014
900000.0,1367.4702170472592,21.84995305724442,1065.651690457412
950000.0,1395.7706233263016,1.4653403322445229,955.4755704793264
1000000.0,1302.9570569247007,16.64007458090782,1002.8307987304404
