Step,Max,Min,Average
10000.0,673.7462631723993,36.1009788655812,534.3452624809165
20000.0,719.1698326961738,5.274995530819427,538.7579140288373
30000.0,709.3235007076742,510.6818364124815,660.0667296484833
40000.0,737.8783158654783,605.4348650569826,688.0268996741047
50000.0,719.8834764228875,1.18465438731148,452.8329787131293
60000.0,711.4827173174585,1.9717963046927776,613.9767002636438
70000.0,734.0921173326016,542.4782086777597,654.5545032368138
80000.0,733.9119073045977,316.13791404279164,638.0057312160842
90000.0,731.064934240875,153.00270854915456,637.0792239650438
100000.0,715.432219311916,10.373118912263712,611.2912031928411
110000.0,739.8585782143757,1.653576192545621,635.2659015509732
120000.0,728.2549804973835,5.146451436279648,577.1421753458224
130000.0,741.6105024830878,1.9045623368152944,627.7263571531362
140000.0,724.392529878955,1.474244429900176,549.3108069664254
150000.0,735.4075673145235,9.717252097419015,541.1784208181159
160000.0,739.9167394314952,690.0175169760125,711.6769261820963
170000.0,729.900238087632,38.50286352493757,551.5813778062933
180000.0,730.4802807159812,10.529881689304744,581.0446900878075
190000.0,720.598171707671,630.2054543675179,687.7013435126557
200000.0,725.0377691857473,40.37486736724042,567.2476328544741
