Step,Max,Min,Average
10000.0,1220.480742871761,1.71345644001849,742.4293838399695
20000.0,1200.7749066352844,454.9700547456741,888.5552688700147
30000.0,1385.728271111846,3.900869945064187,1008.2120787580964
40000.0,1353.4677110090852,748.0135599337518,1032.2392347168177
50000.0,1311.506901025772,1.951339553343132,978.4165969477268
60000.0,1282.1729528605938,560.8732383474708,1000.9198474623264
70000.0,1340.671432569623,273.37792357522994,858.6438810581807
80000.0,1329.569065053016,8.218473808374256,932.7281306760618
90000.0,1329.0649589151144,691.9860836416483,1111.821861991007
100000.0,1383.529711233452,3.734510108595714,1062.8142450915416
110000.0,1364.7998837735504,994.1418175697328,1183.1590473930817
120000.0,1338.6006064540709,399.73526880145073,1035.6554473868105
130000.0,1319.7054936885834,38.354906110093,963.5106746907812
140000.0,1258.3307377174497,654.1655292315409,1052.1620682447217
150000.0,1394.5743606835604,11.304714500904083,908.170322062634
160000.0,1429.3010980188849,469.074679851532,1156.7067022019996
170000.0,1328.3822441920638,31.574446761980653,1063.9300330220256
180000.0,1317.3818251788616,71.23258022591472,874.6091557967593
190000.0,1290.8942715525627,672.7827650904655,1053.1179157377453
200000.0,1390.8966006338596,500.6109480187297,1094.6317126486451
210000.0,1394.8658352196217,713.4364516362548,1156.4220396285411
220000.0,1413.8920765966177,907.9715428501368,1079.438514108723
230000.0,1388.6054205447435,278.9781739299651,1142.6418987987563
240000.0,1400.3437960147858,10.932592181488872,1037.0257631584536
250000.0,1380.97551779449,461.0345365446992,983.1869204654824
260000.0,1386.5620849728584,726.3222566694021,1130.5806523331908
270000.0,1295.8246895298362,14.29582550143823,956.1431220434372
280000.0,1422.1122026517987,1.7650869144126773,1007.7315030671888
290000.0,1345.460492450744,44.27791585959494,830.4497033634223
300000.0,1377.1310680806637,810.8660470657051,1085.446860311716
