Step,Max,Min,Average
10000.0,689.833480349121,16.512764172273187,381.2026622789402
20000.0,720.5561369907697,233.65713407491208,598.0041142484441
30000.0,691.35716027964,40.65732705213523,568.8008543154169
40000.0,707.7197890389485,111.0425442938744,581.6669875126752
50000.0,723.3017355659744,31.245952734684177,553.2401836307438
60000.0,712.8528871020279,54.23005678159182,521.0776339981344
70000.0,708.3411584240412,4.324201751373495,467.0388720079286
80000.0,727.5248328853975,652.3477236604447,700.3055100466789
90000.0,732.445125007811,103.52355637575754,608.7784334691848
100000.0,725.2284174317807,574.4190206075613,664.1465134532529
110000.0,734.1948903758743,1.238623505650112,483.02668494144126
120000.0,721.5017380388789,3.502102241451495,577.11861039022
130000.0,704.4896063538249,83.83479353783373,448.3233132005988
140000.0,716.4901159102305,579.4482956003051,642.0274380835087
150000.0,732.0628246748778,1.216172178568902,571.3448741556249
160000.0,742.2202135661851,37.325011518342514,567.4477588968182
170000.0,747.4484435947794,467.78919687429385,642.5297987239871
180000.0,735.2382717252993,467.9396093880917,656.7271609183662
190000.0,727.8737220391389,7.832297391733485,624.7259755116363
200000.0,717.6921716920313,0.9863789602997217,497.75798822914237
